X,palabras.word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,grupo_palabras
7225,propia,0,0,0,0,0,0,0,0,0,0,25
7226,meta,0,0,0,0,0,0,0,0,0,0,25
7227,atrae,0,0,0,0,0,0,0,0,0,0,25
7228,pues,0,0,0,0,0,0,0,0,0,0,25
7229,deja,0,0,0,0,0,0,0,0,0,0,25
7230,penetrar,0,0,0,0,0,0,0,0,0,0,25
7231,alma,0,0,0,0,0,0,0,0,0,1,25
7232,pueda,0,0,0,0,0,0,0,0,0,0,25
7233,apartarlo,0,0,0,0,0,0,0,0,0,0,25
7234,objetivo,0,1,0,0,0,0,0,1,0,1,25
7235,propuesto,0,0,0,0,0,0,0,0,0,0,25
7236,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7237,aprendió,0,0,0,0,0,0,0,0,0,0,25
7238,samanas,0,0,0,0,0,0,0,0,0,0,25
7239,necios,0,0,0,0,0,0,0,0,0,0,25
7240,denominan,0,0,0,0,0,0,0,0,0,0,25
7241,magia,0,0,0,0,0,0,0,0,0,0,25
7242,atribuyen,0,0,0,0,0,0,0,0,0,0,25
7243,acción,0,0,0,0,0,0,0,0,0,0,25
7244,demonios,0,0,0,0,0,0,0,0,0,0,25
7245,mas,0,0,0,0,0,0,0,0,0,0,25
7246,obra,0,0,0,0,0,0,0,0,0,0,25
7247,demonios,0,0,0,0,0,0,0,0,0,0,25
7248,demonios,0,0,0,0,0,0,0,0,0,0,25
7249,existen,0,0,0,0,0,0,0,0,0,0,25
7250,cualquiera,0,0,0,0,0,0,0,0,0,0,25
7251,puede,0,0,0,0,0,0,0,0,0,0,25
7252,ejercer,0,0,0,0,0,0,0,0,0,0,25
7253,magia,0,0,0,0,0,0,0,0,0,0,25
7254,alcanzar,0,0,0,0,0,0,0,0,0,0,25
7255,objetivos,0,0,0,0,0,0,0,0,0,0,25
7256,si,0,0,0,0,0,0,0,0,0,0,25
7257,sabe,0,0,0,0,0,0,0,0,0,0,25
7258,pensar,0,0,0,0,0,0,0,0,0,0,25
7259,esperar,0,3,0,0,0,0,1,1,1,1,25
7260,ayunar,0,0,0,0,0,0,0,0,0,0,25
7261,kamala,0,0,0,0,0,0,0,0,0,0,25
7262,escuchó,0,0,0,0,0,0,0,0,0,0,25
7263,atentamente,0,0,0,0,0,0,0,0,0,0,25
7264,amaba,0,0,0,0,0,0,0,0,0,0,25
7265,voz,0,0,0,0,0,0,0,0,0,0,25
7266,amaba,0,0,0,0,0,0,0,0,0,0,25
7267,mirada,0,0,0,0,0,0,0,0,0,0,25
7268,ojos,0,0,0,0,0,0,0,0,0,0,25
7269,tal,0,0,0,0,0,0,0,0,0,0,25
7270,vez,0,0,0,0,0,0,0,0,0,0,25
7271,dices,0,0,0,0,0,0,0,0,0,0,25
7272,amigo,0,1,0,0,2,0,0,2,0,2,25
7273,repuso,0,0,0,0,0,0,0,0,0,0,25
7274,voz,0,0,0,0,0,0,0,0,0,0,25
7275,baja,0,0,0,0,0,0,0,0,0,0,25
7276,acaso,0,0,0,0,0,0,0,0,0,0,25
7277,deba,0,0,0,0,0,0,0,0,0,0,25
7278,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7279,hombre,0,0,0,0,0,0,0,0,0,0,25
7280,hermoso,0,0,0,0,0,0,0,0,0,0,25
7281,mirada,0,0,0,0,0,0,0,0,0,0,25
7282,atrae,0,0,0,0,0,0,0,0,0,0,25
7283,mujeres,0,0,0,0,0,0,0,0,0,0,25
7284,tal,0,0,0,0,0,0,0,0,0,0,25
7285,vez,0,0,0,0,0,0,0,0,0,0,25
7286,suerte,0,1,0,0,1,0,1,0,0,1,25
7287,sonría,0,0,0,0,0,0,0,0,0,0,25
7288,razón,0,0,0,0,0,0,0,0,0,0,25
7289,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7290,despidió,0,0,0,0,0,0,0,0,0,0,25
7291,beso,0,1,0,0,1,0,1,0,0,1,25
7292,ojalá,0,0,0,0,0,0,0,0,0,0,25
7293,así,0,0,0,0,0,0,0,0,0,1,25
7294,maestra,0,0,0,0,0,0,0,0,0,0,25
7295,ojalá,0,0,0,0,0,0,0,0,0,0,25
7296,mirada,0,0,0,0,0,0,0,0,0,0,25
7297,agrade,0,0,0,0,0,0,0,0,0,0,25
7298,siempre,0,0,0,0,0,0,0,0,0,0,25
7299,suerte,0,1,0,0,1,0,1,0,0,1,25
7300,provenga,0,0,0,0,0,0,0,0,0,0,25
7302,página,0,0,0,0,0,0,0,0,0,0,25
7303,39,0,0,0,0,0,0,0,0,0,0,25
7304,hombres,0,0,0,0,0,0,0,0,0,0,25
7305,niños,0,0,0,0,0,0,0,0,0,0,25
7306,encaminóse,0,0,0,0,0,0,0,0,0,0,25
7307,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7308,lujosa,0,0,0,0,0,0,0,0,0,0,25
7309,mansión,0,0,0,0,0,0,0,0,0,0,25
7310,mercader,0,0,0,0,0,0,0,0,0,0,25
7311,kamaswami,0,0,0,0,0,0,0,0,0,0,25
7312,llegar,0,1,0,0,0,0,0,0,0,0,25
7313,criados,0,0,0,0,0,0,0,0,0,0,25
7314,condujeron,0,0,0,0,0,0,0,0,0,0,25
7315,alcobas,0,0,0,0,0,0,0,0,0,0,25
7316,pasillos,0,0,0,0,0,0,0,0,0,0,25
7317,ricamente,0,0,0,0,0,0,0,0,0,0,25
7318,tapizados,0,0,0,0,0,0,0,0,0,0,25
7319,salón,0,0,0,0,0,0,0,0,0,0,25
7320,debía,0,0,0,0,0,0,0,0,0,0,25
7321,esperar,0,3,0,0,0,0,1,1,1,1,25
7322,dueño,0,0,0,0,0,0,0,0,0,0,25
7323,casa,0,0,0,0,0,0,0,0,0,1,25
7324,cabo,0,0,0,0,0,0,0,0,0,0,25
7325,rato,0,0,0,0,0,0,0,0,0,0,25
7326,entró,0,0,0,0,0,0,0,0,0,0,25
7327,kamaswami,0,0,0,0,0,0,0,0,0,0,25
7328,hombre,0,0,0,0,0,0,0,0,0,0,25
7329,ligero,0,0,0,0,0,0,0,0,0,0,25
7330,flexible,0,0,0,0,0,0,0,0,0,0,25
7331,cabellos,0,0,0,0,0,0,0,0,0,0,25
7332,bastante,0,0,0,0,0,0,0,1,0,1,25
7333,encanecidos,0,0,0,0,0,0,0,0,0,0,25
7334,ojos,0,0,0,0,0,0,0,0,0,0,25
7335,sabios,0,0,0,0,0,0,0,0,0,0,25
7336,prudentes,0,0,0,0,0,0,0,0,0,0,25
7337,boca,0,0,0,0,0,0,1,0,0,0,25
7338,sensual,0,1,0,0,2,0,1,1,1,2,25
7339,anfitrión,0,0,0,0,0,0,0,0,0,0,25
7340,huésped,0,0,0,0,0,0,0,0,0,0,25
7341,saludaron,0,0,0,0,0,0,0,0,0,0,25
7342,amistosamente,0,0,0,0,0,0,0,0,0,0,25
7343,dicho,0,0,0,0,0,0,0,0,0,0,25
7344,empezó,0,0,0,0,0,0,0,0,0,0,25
7345,mercader,0,0,0,0,0,0,0,0,0,0,25
7346,brahmán,0,0,0,0,0,0,0,0,0,0,25
7347,sabio,0,0,0,0,0,0,0,0,0,1,25
7348,buscas,0,0,0,0,0,0,0,0,0,0,25
7349,colocación,0,0,0,0,0,0,0,0,0,0,25
7350,casa,0,0,0,0,0,0,0,0,0,1,25
7351,algún,0,0,0,0,0,0,0,0,0,0,25
7352,mercader,0,0,0,0,0,0,0,0,0,0,25
7353,hallas,0,0,0,0,0,0,0,0,0,0,25
7354,indigencia,0,0,0,0,0,0,0,0,0,0,25
7355,brahmán,0,0,0,0,0,0,0,0,0,0,25
7356,buscas,0,0,0,0,0,0,0,0,0,0,25
7357,empleo,0,0,0,0,0,0,0,0,0,0,25
7358,repuso,0,0,0,0,0,0,0,0,0,0,25
7359,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7360,nunca,0,0,0,0,0,0,0,0,0,0,25
7361,indigencia,0,0,0,0,0,0,0,0,0,0,25
7362,saber,0,0,0,0,0,0,0,0,0,0,25
7363,vengo,0,0,0,0,0,0,0,0,0,0,25
7364,samanas,0,0,0,0,0,0,0,0,0,0,25
7365,cuales,0,0,0,0,0,0,0,0,0,0,25
7366,vivido,0,0,0,0,0,0,0,0,0,0,25
7367,tiempo,0,1,0,0,0,0,0,0,0,0,25
7368,si,0,0,0,0,0,0,0,0,0,0,25
7369,vienes,0,0,0,0,0,0,0,0,0,0,25
7370,samanas,0,0,0,0,0,0,0,0,0,0,25
7371,cómo,0,0,0,0,0,0,0,0,0,0,25
7372,vas,0,0,0,0,0,0,0,0,0,0,25
7373,indigencia,0,0,0,0,0,0,0,0,0,0,25
7374,acaso,0,0,0,0,0,0,0,0,0,0,25
7375,samanas,0,0,0,0,0,0,0,0,0,0,25
7376,poseen,0,0,0,0,0,0,0,0,0,0,25
7377,algún,0,0,0,0,0,0,0,0,0,0,25
7378,bien,0,0,0,0,0,0,0,0,0,0,25
7379,poseo,0,0,0,0,0,0,0,0,0,0,25
7380,bien,0,0,0,0,0,0,0,0,0,0,25
7381,alguno,0,0,0,0,0,0,0,0,0,0,25
7382,replicó,0,0,0,0,0,0,0,0,0,0,25
7383,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7384,si,0,0,0,0,0,0,0,0,0,0,25
7385,refieres,0,0,0,0,0,0,0,0,0,0,25
7386,luego,0,0,0,0,0,0,0,0,0,0,25
7387,voluntad,0,0,0,0,0,0,0,0,0,0,25
7388,modo,0,0,0,0,0,0,0,0,0,0,25
7389,indigencia,0,0,0,0,0,0,0,0,0,0,25
7390,piensas,0,0,0,0,0,0,0,0,0,0,25
7391,vivir,0,0,0,0,0,0,0,0,0,0,25
7392,si,0,0,0,0,0,0,0,0,0,0,25
7393,ahora,0,0,0,0,0,0,0,0,0,0,25
7394,pensado,0,0,0,0,0,0,0,0,0,0,25
7395,ello,0,0,0,0,0,0,0,0,0,0,25
7396,señor,0,0,0,0,0,0,0,0,0,0,25
7397,hace,0,0,0,0,0,0,0,0,0,0,25
7398,tres,0,0,0,0,0,0,0,0,0,0,25
7399,años,0,0,0,0,0,0,0,0,0,0,25
7400,carezco,0,0,0,0,0,0,0,0,0,0,25
7401,nunca,0,0,0,0,0,0,0,0,0,0,25
7402,pensado,0,0,0,0,0,0,0,0,0,0,25
7403,podría,0,0,0,0,0,0,0,0,0,0,25
7404,vivir,0,0,0,0,0,0,0,0,0,0,25
7405,vivido,0,0,0,0,0,0,0,0,0,0,25
7406,entonces,0,0,0,0,0,0,0,0,0,0,25
7407,repuso,0,0,0,0,0,0,0,0,0,0,25
7408,bienes,0,0,0,0,0,0,0,0,0,2,25
7409,supongo,0,0,0,0,0,0,0,0,0,0,25
7410,mercader,0,0,0,0,0,0,0,0,0,0,25
7411,vive,0,0,0,0,0,0,0,0,0,0,25
7412,bien,0,0,0,0,0,0,0,0,0,0,25
7413,ajeno,0,0,0,0,0,0,0,0,0,0,25
7414,bien,0,0,0,0,0,0,0,0,0,0,25
7415,dicho,0,0,0,0,0,0,0,0,0,0,25
7416,despoja,0,0,0,0,0,0,0,0,0,0,25
7417,demás,0,0,0,0,0,0,0,0,0,0,25
7418,gratuitamente,0,0,0,0,0,0,0,0,0,0,25
7419,cambio,0,0,0,1,0,0,0,0,0,0,25
7420,da,0,0,0,0,0,0,0,0,0,0,25
7421,mercancías,0,0,0,0,0,0,0,0,0,1,25
7422,así,0,0,0,0,0,0,0,0,0,1,25
7423,parece,0,0,0,0,0,0,0,0,0,0,25
7424,ser,0,0,0,0,0,0,0,0,0,0,25
7425,efecto,0,0,0,0,0,0,0,0,0,0,25
7426,toman,0,0,0,0,0,0,0,0,0,0,25
7427,dan,0,0,0,0,0,0,0,0,0,0,25
7428,así,0,0,0,0,0,0,0,0,0,1,25
7429,vida,0,0,0,0,0,0,0,0,0,0,25
7430,permíteme,0,0,0,0,0,0,0,0,0,0,25
7431,si,0,0,0,0,0,0,0,0,0,0,25
7432,posees,0,0,0,0,0,0,0,0,0,0,25
7433,cosas,0,0,0,0,0,0,0,0,0,0,25
7434,quieres,0,0,0,0,0,0,0,0,0,0,25
7435,dar,0,0,0,0,0,0,0,0,0,0,25
7436,cada,0,0,0,0,0,0,0,0,0,0,25
7437,da,0,0,0,0,0,0,0,0,0,0,25
7438,guerrero,1,0,0,1,0,0,0,0,0,1,25
7439,da,0,0,0,0,0,0,0,0,0,0,25
7440,fuerza,1,0,0,1,0,0,0,1,1,1,25
7441,mercader,0,0,0,0,0,0,0,0,0,0,25
7442,mercancía,0,0,0,0,0,0,0,0,0,0,25
7443,maestro,0,0,0,0,0,0,0,0,0,1,25
7444,conocimientos,0,0,0,0,0,0,0,0,0,0,25
7445,campesino,0,0,0,0,0,0,0,0,0,0,25
7446,arroz,0,0,0,0,0,0,0,0,0,0,25
7447,pescador,0,0,0,0,0,0,0,0,0,0,25
7448,peces,0,0,0,0,0,0,0,0,0,0,25
7449,bien,0,0,0,0,0,0,0,0,0,0,25
7450,ahora,0,0,0,0,0,0,0,0,0,0,25
7451,dime,0,0,0,0,0,0,0,0,0,0,25
7452,puedes,0,0,0,0,0,0,0,0,0,0,25
7453,dar,0,0,0,0,0,0,0,0,0,0,25
7454,aprendido,0,0,0,0,0,0,0,0,0,0,25
7455,sabes,0,0,0,0,0,0,0,0,0,0,25
7456,hacer,0,0,0,0,0,0,0,0,0,1,25
7457,sé,0,0,0,0,0,0,0,0,0,0,25
7458,meditar,0,1,0,0,1,0,0,1,0,1,25
7459,esperar,0,3,0,0,0,0,1,1,1,1,25
7460,ayunar,0,0,0,0,0,0,0,0,0,0,25
7461,creo,0,0,0,0,0,0,0,0,0,0,25
7462,sirve,0,0,0,0,0,0,0,0,0,0,25
7463,ayuno,0,0,0,0,0,1,0,0,1,0,25
7464,ejemplo,0,0,0,0,0,0,0,0,0,0,25
7465,útil,0,0,0,0,0,0,0,0,0,0,25
7466,útil,0,0,0,0,0,0,0,0,0,0,25
7467,señor,0,0,0,0,0,0,0,0,0,0,25
7468,hombre,0,0,0,0,0,0,0,0,0,0,25
7469,comer,0,0,0,0,0,0,0,0,0,1,25
7470,inteligente,0,0,0,0,0,0,0,1,0,2,25
7471,ayune,0,0,0,0,0,0,0,0,0,0,25
7472,si,0,0,0,0,0,0,0,0,0,0,25
7473,ejemplo,0,0,0,0,0,0,0,0,0,0,25
7474,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7475,aprendido,0,0,0,0,0,0,0,0,0,0,25
7476,ayunar,0,0,0,0,0,0,0,0,0,0,25
7477,ahora,0,0,0,0,0,0,0,0,0,0,25
7478,aceptar,0,0,0,0,0,0,0,0,0,0,25
7479,cualquier,0,0,0,0,0,0,0,0,0,0,25
7480,empleo,0,0,0,0,0,0,0,0,0,0,25
7481,casa,0,0,0,0,0,0,0,0,0,1,25
7482,parte,0,0,0,0,0,0,0,0,0,0,25
7483,pues,0,0,0,0,0,0,0,0,0,0,25
7484,hambre,0,0,0,0,0,0,0,0,0,0,25
7485,impulsaría,0,0,0,0,0,0,0,0,0,0,25
7486,ello,0,0,0,0,0,0,0,0,0,0,25
7487,ser,0,0,0,0,0,0,0,0,0,0,25
7488,siddhartha,0,0,0,0,0,0,0,0,0,0,25
7489,puede,0,0,0,0,0,0,0,0,0,0,25
7490,esperar,0,3,0,0,0,0,1,1,1,1,25
7491,tranquilamente,0,0,0,0,0,0,0,0,0,0,25
7492,pues,0,0,0,0,0,0,0,0,0,0,25
7493,desconoce,0,0,0,0,0,0,0,0,0,0,25
7494,impaciencia,0,0,0,0,0,0,0,0,1,0,25
7495,necesidad,0,0,0,0,0,1,0,0,0,0,25
7496,puede,0,0,0,0,0,0,0,0,0,0,25
7497,aguantar,0,0,0,0,0,0,0,0,0,0,25
7498,asedio,0,0,0,0,0,0,0,0,0,0,25
7499,hambre,0,0,0,0,0,0,0,0,0,0,25
7500,largo,0,1,0,0,0,0,0,0,0,0,25
7501,tiempo,0,1,0,0,0,0,0,0,0,0,26
7502,encima,0,0,0,0,0,0,0,0,0,0,26
7503,reírse,0,0,0,0,0,0,0,0,0,0,26
7504,señor,0,0,0,0,0,0,0,0,0,0,26
7505,sirve,0,0,0,0,0,0,0,0,0,0,26
7506,ayuno,0,0,0,0,0,1,0,0,1,0,26
7508,página,0,0,0,0,0,0,0,0,0,0,26
7509,40,0,0,0,0,0,0,0,0,0,0,26
7510,razón,0,0,0,0,0,0,0,0,0,0,26
7511,samana,0,0,0,0,0,0,0,0,0,0,26
7512,espera,0,0,0,0,0,0,0,0,0,0,26
7513,momento,0,0,0,0,0,0,0,0,0,0,26
7514,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7515,salió,0,0,0,0,0,0,0,0,0,0,26
7516,volvió,0,0,0,0,0,0,0,0,0,0,26
7517,papiro,0,0,0,0,0,0,0,0,0,0,26
7518,enrollado,0,0,0,0,0,0,0,0,0,0,26
7519,entregó,0,0,0,0,0,0,0,0,0,0,26
7520,huésped,0,0,0,0,0,0,0,0,0,0,26
7521,tiempo,0,1,0,0,0,0,0,0,0,0,26
7522,preguntaba,0,0,0,0,0,0,0,0,0,0,26
7523,puedes,0,0,0,0,0,0,0,0,0,0,26
7524,leer,0,0,0,0,0,0,0,0,0,0,26
7525,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7526,observó,0,0,0,0,0,0,0,0,0,0,26
7527,papiro,0,0,0,0,0,0,0,0,0,0,26
7528,contenía,0,0,0,0,0,0,0,0,0,0,26
7529,contrato,0,0,0,0,0,0,0,0,0,0,26
7530,venta,0,0,0,0,0,0,0,0,0,0,26
7531,empezó,0,0,0,0,0,0,0,0,0,0,26
7532,leer,0,0,0,0,0,0,0,0,0,0,26
7533,contenido,0,0,0,0,1,0,0,1,0,1,26
7534,perfecto,0,1,0,0,1,0,0,1,0,1,26
7535,dijo,0,0,0,0,0,0,0,0,0,0,26
7536,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7537,ahora,0,0,0,0,0,0,0,0,0,0,26
7538,podrías,0,0,0,0,0,0,0,0,0,1,26
7539,escribirme,0,0,0,0,0,0,0,0,0,0,26
7540,hoja,0,0,0,0,0,0,0,0,0,0,26
7541,dio,0,0,0,0,0,0,0,0,0,0,26
7542,hoja,0,0,0,0,0,0,0,0,0,0,26
7543,carboncillo,0,0,0,0,0,0,0,0,0,0,26
7544,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7545,escribió,0,0,0,0,0,0,0,0,0,0,26
7546,devolvió,0,0,0,0,0,0,0,0,0,0,26
7547,hoja,0,0,0,0,0,0,0,0,0,0,26
7548,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7549,leyó,0,0,0,0,0,0,0,1,0,0,26
7550,bueno,0,1,0,0,1,0,1,1,0,3,26
7551,escribir,0,0,0,0,0,0,0,0,0,0,26
7552,pensar,0,0,0,0,0,0,0,0,0,0,26
7553,mejor,0,0,0,0,0,0,0,0,0,0,26
7554,buena,0,0,0,0,0,0,0,0,0,0,26
7555,inteligencia,0,0,0,1,1,0,0,1,0,1,26
7556,paciencia,0,1,0,0,0,0,0,1,0,2,26
7557,mejor,0,0,0,0,0,0,0,0,0,0,26
7558,bien,0,0,0,0,0,0,0,0,0,0,26
7559,sabes,0,0,0,0,0,0,0,0,0,0,26
7560,escribir,0,0,0,0,0,0,0,0,0,0,26
7561,alabó,0,0,0,0,0,0,0,0,0,0,26
7562,mercader,0,0,0,0,0,0,0,0,0,0,26
7563,aún,0,0,0,0,0,0,0,0,0,0,26
7564,hablar,0,0,0,0,0,0,0,0,0,1,26
7565,muchas,0,0,0,0,0,0,0,0,0,0,26
7566,cosas,0,0,0,0,0,0,0,0,0,0,26
7567,hoy,0,0,0,0,0,0,0,0,0,0,26
7568,ruego,0,0,0,0,0,0,0,0,0,0,26
7569,huésped,0,0,0,0,0,0,0,0,0,0,26
7570,alojes,0,0,0,0,0,0,0,0,0,0,26
7571,casa,0,0,0,0,0,0,0,0,0,1,26
7572,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7573,aceptó,0,0,0,0,0,0,0,0,0,0,26
7574,dio,0,0,0,0,0,0,0,0,0,0,26
7575,gracias,0,0,0,0,0,0,0,0,0,0,26
7576,mismo,0,0,0,0,0,0,0,0,0,0,26
7577,día,0,0,0,0,0,0,0,0,0,0,26
7578,instaló,0,0,0,0,0,0,0,0,0,0,26
7579,casa,0,0,0,0,0,0,0,0,0,1,26
7580,mercader,0,0,0,0,0,0,0,0,0,0,26
7581,trajeron,0,0,0,0,0,0,0,0,0,0,26
7582,vestidos,0,0,0,0,0,0,0,0,0,0,26
7583,zapatos,0,0,0,0,0,0,0,0,0,0,26
7584,criado,0,0,0,0,0,0,0,1,1,0,26
7585,preparaba,0,0,0,0,0,0,0,0,0,0,26
7586,diariamente,0,0,0,0,0,0,0,0,0,0,26
7587,baño,0,0,0,0,0,0,0,0,0,0,26
7588,dos,0,0,0,0,0,0,0,0,0,0,26
7589,comidas,0,0,0,0,0,0,0,0,0,0,26
7590,abundantes,0,0,0,0,0,0,0,0,0,0,26
7591,servidas,0,0,0,0,0,0,0,0,0,0,26
7592,cada,0,0,0,0,0,0,0,0,0,0,26
7593,día,0,0,0,0,0,0,0,0,0,0,26
7594,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7595,solo,0,0,0,0,0,0,0,0,0,0,26
7596,comía,0,0,0,0,0,0,0,0,0,0,26
7597,vez,0,0,0,0,0,0,0,0,0,0,26
7598,abstenía,0,0,0,0,0,0,0,0,0,0,26
7599,tomar,0,0,0,0,0,0,0,0,0,0,26
7600,carne,0,0,1,0,0,0,0,0,0,0,26
7601,vino,0,0,0,0,0,0,0,0,0,0,26
7602,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7603,hablaba,0,0,0,0,0,0,0,0,0,0,26
7604,negocios,0,0,0,0,0,0,0,0,0,0,26
7605,iba,0,0,0,0,0,0,0,0,0,0,26
7606,mostrando,0,0,0,0,0,0,0,0,0,0,26
7607,mercancías,0,0,0,0,0,0,0,0,0,1,26
7608,almacenes,0,0,0,0,0,0,0,0,0,0,26
7609,familiarizándolo,0,0,0,0,0,0,0,0,0,0,26
7610,facturas,0,0,0,0,0,0,0,0,0,0,26
7611,muchas,0,0,0,0,0,0,0,0,0,0,26
7612,cosas,0,0,0,0,0,0,0,0,0,0,26
7613,nuevas,0,0,0,0,0,0,0,0,0,0,26
7614,aprendió,0,0,0,0,0,0,0,0,0,0,26
7615,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7616,escuchaba,0,0,0,0,0,0,0,0,0,0,26
7617,atentamente,0,0,0,0,0,0,0,0,0,0,26
7618,hablaba,0,0,0,0,0,0,0,0,0,0,26
7619,presentes,0,0,0,0,0,0,0,0,0,0,26
7620,palabras,1,0,0,0,0,0,0,0,1,0,26
7621,kamala,0,0,0,0,0,0,0,0,0,0,26
7622,nunca,0,0,0,0,0,0,0,0,0,0,26
7623,subordinó,0,0,0,0,0,0,0,0,0,0,26
7624,mercader,0,0,0,0,0,0,0,0,0,0,26
7625,sino,0,0,0,0,0,0,0,0,0,0,26
7626,obligó,0,0,0,0,0,0,0,0,0,0,26
7627,tratarlo,0,0,0,0,0,0,0,0,0,0,26
7628,igual,0,0,0,0,0,0,0,0,0,0,26
7629,incluso,0,0,0,0,0,0,0,0,0,0,26
7630,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7631,cuidaba,0,0,0,0,0,0,0,0,0,0,26
7632,negocios,0,0,0,0,0,0,0,0,0,0,26
7633,esmero,0,0,0,0,0,0,0,0,0,0,26
7634,veces,0,0,0,0,0,0,0,0,0,0,26
7635,pasión,0,0,0,0,0,0,0,0,0,0,26
7636,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7637,cambio,0,0,0,1,0,0,0,0,0,0,26
7638,observaba,0,0,0,0,0,0,0,0,0,0,26
7639,juego,0,1,0,0,0,0,1,0,1,0,26
7640,cuyas,0,0,0,0,0,0,0,0,0,0,26
7641,reglas,0,0,0,0,0,0,0,0,0,0,26
7642,esforzaba,0,0,0,0,0,0,0,0,0,0,26
7643,aprender,0,0,0,0,0,0,0,0,0,1,26
7644,exactamente,0,0,0,0,0,0,0,0,0,0,26
7645,cuyo,0,0,0,0,0,0,0,0,0,0,26
7646,contenido,0,0,0,0,1,0,0,1,0,1,26
7647,dejaba,0,0,0,0,0,0,0,0,0,0,26
7648,indiferente,1,0,1,0,0,1,0,0,1,0,26
7649,después,0,0,0,0,0,0,0,0,0,0,26
7650,instalarse,0,0,0,0,0,0,0,0,0,0,26
7651,casa,0,0,0,0,0,0,0,0,0,1,26
7652,kamaswami,0,0,0,0,0,0,0,0,0,0,26
7653,empezó,0,0,0,0,0,0,0,0,0,0,26
7654,participar,0,0,0,0,0,0,0,1,0,1,26
7655,activamente,0,0,0,0,0,0,0,0,0,0,26
7656,negocios,0,0,0,0,0,0,0,0,0,0,26
7657,anfitrión,0,0,0,0,0,0,0,0,0,0,26
7658,mas,0,0,0,0,0,0,0,0,0,0,26
7659,diariamente,0,0,0,0,0,0,0,0,0,0,26
7660,visitaba,0,0,0,0,0,0,0,0,0,0,26
7661,hermosa,0,0,0,0,1,0,0,0,0,1,26
7662,kamala,0,0,0,0,0,0,0,0,0,0,26
7663,hora,0,0,0,0,0,0,0,0,0,0,26
7664,fijaba,0,0,0,0,0,0,0,0,0,0,26
7665,envuelto,0,0,0,0,0,0,0,0,0,0,26
7666,mejores,0,0,0,0,0,0,0,0,0,0,26
7667,túnicas,0,0,0,0,0,0,0,0,0,0,26
7668,calzado,0,0,0,0,0,0,0,0,0,0,26
7669,finas,0,0,0,0,0,0,0,0,0,0,26
7670,sandalias,0,0,0,0,0,0,0,0,0,0,26
7671,pronto,0,0,0,0,0,0,0,0,0,0,26
7672,empezó,0,0,0,0,0,0,0,0,0,0,26
7673,llevarle,0,0,0,0,0,0,0,0,0,0,26
7674,regalos,0,0,0,0,0,0,0,0,0,0,26
7675,muchas,0,0,0,0,0,0,0,0,0,0,26
7676,cosas,0,0,0,0,0,0,0,0,0,0,26
7677,enseñó,0,0,0,0,0,0,0,0,0,0,26
7678,boca,0,0,0,0,0,0,1,0,0,0,26
7679,encamada,0,0,0,0,0,0,0,0,0,0,26
7680,diestra,0,0,0,0,0,0,0,0,0,0,26
7681,cortesana,0,0,0,0,0,0,0,0,0,0,26
7682,siddhartha,0,0,0,0,0,0,0,0,0,0,26
7683,aún,0,0,0,0,0,0,0,0,0,0,26
7684,chiquillo,0,0,0,0,0,0,0,0,0,0,26
7685,cuestiones,0,0,0,0,0,0,0,0,0,0,26
7686,amor,0,0,0,0,1,0,0,0,0,1,26
7687,tendía,0,0,0,0,0,0,0,0,0,0,26
7688,precipitarse,0,0,0,0,0,0,0,0,0,0,26
7689,ciegamente,0,0,0,0,0,0,0,0,0,0,26
7690,placer,0,0,0,0,0,0,0,0,0,0,26
7691,abismo,0,0,0,2,0,1,0,0,2,0,26
7692,fondo,0,0,0,0,0,1,0,0,1,0,26
7693,kamala,0,0,0,0,0,0,0,0,0,0,26
7694,enseñó,0,0,0,0,0,0,0,0,0,0,26
7695,puede,0,0,0,0,0,0,0,0,0,0,26
7696,recibir,0,0,0,0,0,0,0,0,0,0,26
7697,placer,0,0,0,0,0,0,0,0,0,0,26
7698,devolverlo,0,0,0,0,0,0,0,0,0,0,26
7699,cada,0,0,0,0,0,0,0,0,0,0,26
7700,gesto,0,0,0,0,0,0,0,0,0,0,26
7701,cada,0,0,0,0,0,0,0,0,0,0,26
7702,caricia,0,0,0,0,0,0,0,0,0,1,26
7703,cada,0,0,0,0,0,0,0,0,0,0,26
7704,contacto,0,0,0,0,0,0,0,0,0,1,26
7705,cada,0,0,0,0,0,0,0,0,0,0,26
