X,palabras.word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,grupo_palabras
3396,almorzar,0,0,0,0,0,0,0,0,0,0,12
3397,rodeado,0,0,0,0,0,0,0,0,0,0,12
3398,discípulos,0,0,0,0,0,0,0,0,0,0,12
3399,comió,0,0,0,0,0,0,0,0,0,0,12
3400,saciado,0,0,0,0,0,0,0,0,0,0,12
3401,pájaro,0,0,0,0,0,0,0,0,0,0,12
3402,retirarse,0,0,0,0,0,0,0,0,0,0,12
3403,luego,0,0,0,0,0,0,0,0,0,0,12
3404,sombra,0,0,0,0,0,0,0,0,0,0,12
3405,mangos,0,0,0,0,0,0,0,0,0,0,12
3406,noche,0,0,0,0,0,0,0,0,0,0,12
3407,embargo,0,0,0,0,0,0,0,0,1,0,12
3408,menguó,0,0,0,0,0,0,0,0,0,0,12
3409,calor,0,0,0,0,0,0,0,0,0,0,12
3410,cobró,0,0,0,0,0,0,0,0,0,0,12
3411,nueva,0,0,0,0,0,0,0,0,0,0,12
3412,vida,0,0,0,0,0,0,0,0,0,0,12
3413,jardines,0,0,0,0,0,0,0,0,0,0,12
3414,escucharon,0,0,0,0,0,0,0,0,0,0,12
3415,predicar,0,0,0,0,0,0,0,0,0,0,12
3416,buda,0,0,0,0,0,0,0,0,0,0,12
3417,oyeron,0,0,0,0,0,0,0,0,0,0,12
3418,voz,0,0,0,0,0,0,0,0,0,0,12
3419,perfecta,0,0,0,0,0,0,0,0,0,0,12
3421,página,0,0,0,0,0,0,0,0,0,0,12
3422,21,0,0,0,0,0,0,0,0,0,0,12
3423,emanaba,0,0,0,0,0,0,0,0,0,0,12
3424,calma,0,1,0,0,0,0,0,0,0,1,12
3425,paz,0,1,0,0,1,0,0,1,0,1,12
3426,plenitud,0,0,0,0,0,0,0,0,0,0,12
3427,gotama,0,0,0,0,0,0,0,0,0,0,12
3428,habló,0,0,0,0,0,0,0,0,0,0,12
3429,doctrina,0,0,0,0,0,0,0,1,0,0,12
3430,sufrimiento,0,0,1,1,0,1,0,0,1,0,12
3431,orígenes,0,0,0,0,0,0,0,0,0,0,12
3432,así,0,0,0,0,0,0,0,0,0,1,12
3433,camino,0,0,0,0,0,0,0,0,0,0,12
3434,seguir,0,0,0,0,0,0,0,0,0,0,12
3435,abolido,0,0,0,0,0,0,0,0,0,0,12
3436,agua,0,0,0,0,0,0,0,0,0,0,12
3437,mansa,0,0,0,0,0,0,0,0,0,0,12
3438,cristalina,0,0,0,0,0,0,0,0,0,0,12
3439,iban,0,0,0,0,0,0,0,0,0,0,12
3440,fluyendo,0,0,0,0,0,0,0,0,0,0,12
3441,palabras,1,0,0,0,0,0,0,0,1,0,12
3442,vida,0,0,0,0,0,0,0,0,0,0,12
3443,sufrimiento,0,0,1,1,0,1,0,0,1,0,12
3444,mundo,0,0,0,0,0,0,0,0,0,0,12
3445,lleno,0,0,1,0,0,0,0,0,0,0,12
3446,dolor,0,0,1,2,0,7,0,0,7,0,12
3447,posible,0,0,0,0,0,0,0,0,0,0,12
3448,liberarse,0,0,0,0,0,0,0,0,0,0,12
3449,siguiera,0,0,0,0,0,0,0,0,0,0,12
3450,camino,0,0,0,0,0,0,0,0,0,0,12
3451,buda,0,0,0,0,0,0,0,0,0,0,12
3452,encontraría,0,0,0,0,0,0,0,0,0,0,12
3453,liberación,0,0,0,0,0,0,0,0,0,0,12
3454,sublime,0,0,0,0,0,0,0,0,0,0,12
3455,hablaba,0,0,0,0,0,0,0,0,0,0,12
3456,voz,0,0,0,0,0,0,0,0,0,0,12
3457,suave,0,0,0,0,0,0,0,0,0,0,12
3458,firme,0,0,0,0,0,0,0,1,0,2,12
3459,refirió,0,0,0,0,0,0,0,0,0,0,12
3460,cuatro,0,0,0,0,0,0,0,0,0,0,12
3461,verdades,0,0,0,0,0,0,0,0,0,0,12
3462,nobles,0,0,0,0,0,0,0,0,0,0,12
3463,octuple,0,0,0,0,0,0,0,0,0,0,12
3464,sendero,0,0,0,0,0,0,0,0,0,0,12
3465,recorriendo,0,0,0,0,0,0,0,0,0,0,12
3466,paciencia,0,1,0,0,0,0,0,1,0,2,12
3467,vía,0,0,0,0,0,0,0,0,0,0,12
3468,habitual,0,1,0,0,0,0,0,0,0,0,12
3469,doctrina,0,0,0,0,0,0,0,1,0,0,12
3470,ejemplos,0,0,0,0,0,0,0,0,0,0,12
3471,recurrencias,0,0,0,0,0,0,0,0,0,0,12
3472,clara,0,0,0,0,0,0,0,0,0,0,12
3473,reposada,0,0,0,0,0,0,0,0,0,0,12
3474,voz,0,0,0,0,0,0,0,0,0,0,12
3475,cernía,0,0,0,0,0,0,0,0,0,0,12
3476,oyentes,0,0,0,0,0,0,0,0,0,0,12
3477,luz,0,0,0,0,0,0,0,0,0,0,12
3478,cielo,0,0,0,0,0,0,0,0,0,1,12
3479,constelado,0,0,0,0,0,0,0,0,0,0,12
3480,buda,0,0,0,0,0,0,0,0,0,0,12
3481,terminó,0,0,0,0,0,0,0,0,0,0,12
3482,prédica,0,0,0,0,0,0,0,0,0,0,12
3483,anochecido,0,0,0,0,0,0,0,0,0,0,12
3484,peregrinos,0,0,0,0,0,0,0,0,0,0,12
3485,acercaron,0,0,0,0,0,0,0,0,0,0,12
3486,rogarle,0,0,0,0,0,0,0,0,0,0,12
3487,aceptara,0,0,0,0,0,0,0,0,0,0,12
3488,comunidad,0,0,0,0,0,0,0,0,0,1,12
3489,pues,0,0,0,0,0,0,0,0,0,0,12
3490,deseaban,0,0,0,0,0,0,0,0,0,0,12
3491,refugiarse,0,0,0,0,0,0,0,0,0,0,12
3492,doctrina,0,0,0,0,0,0,0,1,0,0,12
3493,gotama,0,0,0,0,0,0,0,0,0,0,12
3494,acogió,0,0,0,0,0,0,0,0,0,0,12
3495,diciendo,0,0,0,0,0,0,0,0,0,0,12
3496,bien,0,0,0,0,0,0,0,0,0,0,12
3497,escuchado,0,0,0,0,0,0,0,0,0,0,12
3498,doctrina,0,0,0,0,0,0,0,1,0,0,12
3499,anunciada,0,0,0,0,0,0,0,0,0,0,12
3500,aceptadla,0,0,0,0,0,0,0,0,0,0,12
3501,id,0,0,0,0,0,0,0,0,0,0,12
3502,mundo,0,0,0,0,0,0,0,0,0,0,12
3503,hombres,0,0,0,0,0,0,0,0,0,0,12
3504,santos,0,0,0,0,0,0,0,0,0,0,12
3505,poner,0,0,0,0,0,0,0,0,0,0,12
3506,fin,0,0,0,0,0,0,0,0,0,0,12
3507,sufrimiento,0,0,1,1,0,1,0,0,1,0,12
3508,entonces,0,0,0,0,0,0,0,0,0,0,12
3509,avanzó,0,0,0,0,0,0,0,0,0,0,12
3510,govinda,0,0,0,0,0,0,0,0,0,0,12
3511,tímido,0,0,0,0,0,0,0,0,0,0,12
3512,dijo,0,0,0,0,0,0,0,0,0,0,12
3513,deseo,0,0,0,0,0,0,0,0,0,0,12
3514,refugiarme,0,0,0,0,0,0,0,0,0,0,12
3515,sublime,0,0,0,0,0,0,0,0,0,0,12
3516,doctrina,0,0,0,0,0,0,0,1,0,0,12
3517,pidió,0,0,0,0,0,0,0,0,0,0,12
3518,acogieran,0,0,0,0,0,0,0,0,0,0,12
3519,discípulos,0,0,0,0,0,0,0,0,0,0,12
3520,admitido,0,0,0,0,0,0,0,0,0,0,12
3521,después,0,0,0,0,0,0,0,0,0,0,12
3522,buda,0,0,0,0,0,0,0,0,0,0,12
3523,retirado,0,0,0,0,0,0,0,0,0,0,12
3524,descansar,0,0,0,0,0,0,0,0,0,0,12
3525,govinda,0,0,0,0,0,0,0,0,0,0,12
3526,dirigió,0,0,0,0,0,0,0,0,0,0,12
3527,siddhartha,0,0,0,0,0,0,0,0,0,0,12
3528,dijo,0,0,0,0,0,0,0,0,0,0,12
3529,voz,0,0,0,0,0,0,0,0,0,0,12
3530,fervorosa,0,0,0,0,0,0,0,0,0,0,12
3531,siddhartha,0,0,0,0,0,0,0,0,0,0,12
3532,derecho,0,0,0,0,0,0,0,0,0,0,12
3533,hacerte,0,0,0,0,0,0,0,0,0,0,12
3534,ningún,0,0,0,0,0,0,0,0,0,0,12
3535,reproche,1,0,1,0,0,1,0,0,1,0,12
3536,ambos,0,0,0,0,0,0,0,0,0,0,12
3537,oído,0,0,0,0,0,0,0,0,0,0,12
3538,sublime,0,0,0,0,0,0,0,0,0,0,12
3539,ambos,0,0,0,0,0,0,0,0,0,0,12
3540,escuchado,0,0,0,0,0,0,0,0,0,0,12
3541,doctrina,0,0,0,0,0,0,0,1,0,0,12
3542,tras,0,0,0,0,0,0,0,0,0,0,12
3543,escucharla,0,0,0,0,0,0,0,0,0,0,12
3544,govinda,0,0,0,0,0,0,0,0,0,0,12
3545,buscado,0,0,0,0,0,0,0,0,0,0,12
3546,refugio,0,0,0,0,0,0,0,1,0,1,12
3547,apreciado,0,0,0,0,0,0,0,0,0,0,12
3548,amigo,0,1,0,0,2,0,0,2,0,2,12
3549,dispuesto,0,1,0,0,0,0,0,1,0,1,12
3550,recorrer,0,0,0,0,0,0,0,0,0,0,12
3551,sendero,0,0,0,0,0,0,0,0,0,0,12
3552,liberación,0,0,0,0,0,0,0,0,0,0,12
3553,acaso,0,0,0,0,0,0,0,0,0,0,12
3554,vacilas,0,0,0,0,0,0,0,0,0,0,12
3555,prefieres,0,0,0,0,0,0,0,0,0,0,12
3556,seguir,0,0,0,0,0,0,0,0,0,0,12
3557,esperando,0,1,0,0,0,0,0,0,0,0,12
3558,siddhartha,0,0,0,0,0,0,0,0,0,0,12
3559,despertó,0,0,0,0,0,0,0,0,0,0,12
3560,sueño,0,0,0,0,0,0,0,0,0,0,12
3561,oír,0,0,0,0,0,0,0,0,0,0,12
3562,palabras,1,0,0,0,0,0,0,0,1,0,12
3563,govinda,0,0,0,0,0,0,0,0,0,0,12
3564,observó,0,0,0,0,0,0,0,0,0,0,12
3565,largo,0,1,0,0,0,0,0,0,0,0,12
3566,tiempo,0,1,0,0,0,0,0,0,0,0,12
3567,rostro,0,0,0,0,0,0,0,0,0,0,12
3568,amigo,0,1,0,0,2,0,0,2,0,2,12
3569,luego,0,0,0,0,0,0,0,0,0,0,12
3570,dijo,0,0,0,0,0,0,0,0,0,0,12
3571,quedamente,0,0,0,0,0,0,0,0,0,0,12
3572,ningún,0,0,0,0,0,0,0,0,0,0,12
3573,asomo,0,0,0,0,0,0,0,0,0,0,12
3574,ironía,0,0,0,0,0,0,0,0,0,0,12
3575,voz,0,0,0,0,0,0,0,0,0,0,12
3576,govinda,0,0,0,0,0,0,0,0,0,0,12
3577,amigo,0,1,0,0,2,0,0,2,0,2,12
3578,fin,0,0,0,0,0,0,0,0,0,0,12
3579,dado,0,0,0,0,0,0,0,0,0,0,12
3580,paso,0,0,0,0,0,0,0,0,0,0,12
3581,fin,0,0,0,0,0,0,0,0,0,0,12
3582,elegido,0,0,0,0,0,0,0,0,0,0,12
3583,camino,0,0,0,0,0,0,0,0,0,0,12
3584,siempre,0,0,0,0,0,0,0,0,0,0,12
3585,amigo,0,1,0,0,2,0,0,2,0,2,12
3586,govinda,0,0,0,0,0,0,0,0,0,0,12
3587,siempre,0,0,0,0,0,0,0,0,0,0,12
3588,marchado,0,0,0,0,0,0,0,0,0,0,12
3589,detrás,0,0,0,0,0,0,0,0,0,0,12
3590,paso,0,0,0,0,0,0,0,0,0,0,12
3591,distancia,0,0,0,0,0,0,0,0,0,0,12
3592,muchas,0,0,0,0,0,0,0,0,0,0,12
3593,veces,0,0,0,0,0,0,0,0,0,0,12
3594,pensado,0,0,0,0,0,0,0,0,0,0,12
3595,dará,0,0,0,0,0,0,0,0,0,0,12
3596,govinda,0,0,0,0,0,0,0,0,0,0,12
3597,alguna,0,0,0,0,0,0,0,0,0,0,12
3598,vez,0,0,0,0,0,0,0,0,0,0,12
3599,paso,0,0,0,0,0,0,0,0,0,0,12
3600,solo,0,0,0,0,0,0,0,0,0,0,12
3601,movido,0,0,0,0,0,0,0,0,0,0,13
3602,propia,0,0,0,0,0,0,0,0,0,0,13
3603,iniciativa,0,0,0,0,0,0,0,0,0,0,13
3604,ahora,0,0,0,0,0,0,0,0,0,0,13
3605,veo,0,0,0,0,0,0,0,0,0,0,13
3606,hecho,0,0,0,0,0,0,0,1,0,0,13
3607,hombre,0,0,0,0,0,0,0,0,0,0,13
3608,sabido,0,0,0,0,0,0,0,0,0,0,13
3609,elegir,0,0,0,0,0,0,0,0,0,0,13
3610,camino,0,0,0,0,0,0,0,0,0,0,13
3611,ojalá,0,0,0,0,0,0,0,0,0,0,13
3612,sigas,0,0,0,0,0,0,0,0,0,0,13
3613,fin,0,0,0,0,0,0,0,0,0,0,13
3614,querido,0,0,0,0,1,0,0,1,0,2,13
3615,amigo,0,1,0,0,2,0,0,2,0,2,13
3616,ojalá,0,0,0,0,0,0,0,0,0,0,13
3617,encuentres,0,0,0,0,0,0,0,0,0,0,13
3618,liberación,0,0,0,0,0,0,0,0,0,0,13
3619,govinda,0,0,0,0,0,0,0,0,0,0,13
3620,entendido,0,0,0,0,0,0,0,0,0,0,13
3621,cabalmente,0,0,0,0,0,0,0,0,0,0,13
3622,palabras,1,0,0,0,0,0,0,0,1,0,13
3623,amigo,0,1,0,0,2,0,0,2,0,2,13
3624,repitió,0,0,0,0,0,0,0,0,0,0,13
3625,tono,0,0,0,0,0,0,0,0,0,0,13
3626,impaciente,0,1,0,0,0,0,0,0,1,0,13
3627,pregunta,0,0,0,0,0,0,0,0,0,1,13
3628,habla,0,0,0,0,0,0,0,0,0,0,13
3629,favor,0,0,0,0,0,0,0,0,0,0,13
3630,suplico,0,0,0,0,0,0,0,0,0,0,13
3631,querido,0,0,0,0,1,0,0,1,0,2,13
3632,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3633,dime,0,0,0,0,0,0,0,0,0,0,13
3634,pues,0,0,0,0,0,0,0,0,0,0,13
3635,puede,0,0,0,0,0,0,0,0,0,0,13
3636,ser,0,0,0,0,0,0,0,0,0,0,13
3637,manera,0,0,0,0,0,0,0,0,0,0,13
3638,sabio,0,0,0,0,0,0,0,0,0,1,13
3639,amigo,0,1,0,0,2,0,0,2,0,2,13
3640,buscarás,0,1,0,0,0,0,0,0,0,0,13
3641,refugio,0,0,0,0,0,0,0,1,0,1,13
3642,junto,0,0,0,0,0,0,0,0,0,0,13
3643,sublime,0,0,0,0,0,0,0,0,0,0,13
3644,buda,0,0,0,0,0,0,0,0,0,0,13
3645,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3646,replicó,0,0,0,0,0,0,0,0,0,0,13
3647,apoyando,0,0,0,0,0,0,0,0,0,0,13
3648,mano,0,0,0,0,0,0,0,0,0,0,13
3649,hombro,0,0,0,0,0,0,0,1,0,1,13
3650,govinda,0,0,0,0,0,0,0,0,0,0,13
3651,escuchado,0,0,0,0,0,0,0,0,0,0,13
3652,votos,0,0,0,0,0,0,0,0,0,0,13
3653,felicidad,0,1,0,0,3,0,0,0,0,3,13
3654,govinda,0,0,0,0,0,0,0,0,0,0,13
3655,repito,0,0,0,0,0,0,0,0,0,0,13
3656,ojalá,0,0,0,0,0,0,0,0,0,0,13
3657,sigas,0,0,0,0,0,0,0,0,0,0,13
3658,camino,0,0,0,0,0,0,0,0,0,0,13
3659,fin,0,0,0,0,0,0,0,0,0,0,13
3660,ojalá,0,0,0,0,0,0,0,0,0,0,13
3661,encuentres,0,0,0,0,0,0,0,0,0,0,13
3662,liberación,0,0,0,0,0,0,0,0,0,0,13
3663,momento,0,0,0,0,0,0,0,0,0,0,13
3664,govinda,0,0,0,0,0,0,0,0,0,0,13
3665,cayó,0,0,0,0,0,0,0,0,0,0,13
3666,cuenta,0,0,0,0,0,0,0,1,0,0,13
3667,amigo,0,1,0,0,2,0,0,2,0,2,13
3668,abandonado,2,0,0,1,0,2,0,0,3,0,13
3670,página,0,0,0,0,0,0,0,0,0,0,13
3671,22,0,0,0,0,0,0,0,0,0,0,13
3672,rompió,0,0,0,0,0,0,0,0,0,0,13
3673,llorar,0,0,0,0,0,2,0,0,2,0,13
3674,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3675,exclamó,0,0,0,0,0,0,0,0,0,0,13
3676,sollozando,0,0,0,0,0,0,0,0,0,0,13
3677,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3678,habló,0,0,0,0,0,0,0,0,0,0,13
3679,tono,0,0,0,0,0,0,0,0,0,0,13
3680,amistoso,0,1,0,0,2,0,0,1,0,2,13
3681,olvides,0,0,0,0,0,0,0,0,0,0,13
3682,govinda,0,0,0,0,0,0,0,0,0,0,13
3683,ahora,0,0,0,0,0,0,0,0,0,0,13
3684,samanas,0,0,0,0,0,0,0,0,0,0,13
3685,buda,0,0,0,0,0,0,0,0,0,0,13
3686,renunciado,0,0,0,0,0,0,0,0,0,0,13
3687,patria,0,0,0,0,0,0,0,0,0,0,13
3688,padres,0,0,0,0,0,0,0,0,0,0,13
3689,origen,0,0,0,0,0,0,0,0,0,0,13
3690,propiedades,0,0,0,0,0,0,0,0,0,0,13
3691,renunciado,0,0,0,0,0,0,0,0,0,0,13
3692,propia,0,0,0,0,0,0,0,0,0,0,13
3693,voluntad,0,0,0,0,0,0,0,0,0,0,13
3694,cualquier,0,0,0,0,0,0,0,0,0,0,13
3695,sentimiento,1,1,1,1,1,1,1,1,1,1,13
3696,amistad,0,0,0,0,1,0,0,1,0,1,13
3697,así,0,0,0,0,0,0,0,0,0,1,13
3698,quieren,0,0,0,0,0,0,0,0,0,0,13
3699,doctrina,0,0,0,0,0,0,0,1,0,0,13
3700,sublime,0,0,0,0,0,0,0,0,0,0,13
3701,así,0,0,0,0,0,0,0,0,0,1,13
3702,querido,0,0,0,0,1,0,0,1,0,2,13
3703,mismo,0,0,0,0,0,0,0,0,0,0,13
3704,mañana,0,0,0,0,0,0,0,0,0,0,13
3705,abandonaré,0,0,0,1,0,2,0,0,2,0,13
3706,govinda,0,0,0,0,0,0,0,0,0,0,13
3707,largo,0,1,0,0,0,0,0,0,0,0,13
3708,rato,0,0,0,0,0,0,0,0,0,0,13
3709,continuaron,0,0,0,0,0,0,0,0,0,0,13
3710,deambulando,0,0,0,0,0,0,0,0,0,0,13
3711,ambos,0,0,0,0,0,0,0,0,0,0,13
3712,amigos,0,0,0,0,0,0,0,0,0,0,13
3713,bosque,0,0,0,0,0,0,0,0,0,0,13
3714,largo,0,1,0,0,0,0,0,0,0,0,13
3715,rato,0,0,0,0,0,0,0,0,0,0,13
3716,tendidos,0,0,0,0,0,0,0,0,0,0,13
3717,conciliar,0,0,0,0,0,0,0,0,0,0,13
3718,sueño,0,0,0,0,0,0,0,0,0,0,13
3719,govinda,0,0,0,0,0,0,0,0,0,0,13
3720,preguntaba,0,0,0,0,0,0,0,0,0,0,13
3721,vez,0,0,0,0,0,0,0,0,0,0,13
3722,amigo,0,1,0,0,2,0,0,2,0,2,13
3723,motivos,0,0,0,0,0,0,0,0,0,0,13
3724,impedían,0,0,0,0,0,0,0,0,0,0,13
3725,refugiarse,0,0,0,0,0,0,0,0,0,0,13
3726,doctrina,0,0,0,0,0,0,0,1,0,0,13
3727,gotama,0,0,0,0,0,0,0,0,0,0,13
3728,parecía,0,0,0,0,0,0,0,0,0,0,13
3729,reprobable,0,0,0,0,0,0,0,0,0,0,13
3730,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3731,eludiendo,0,0,0,0,0,0,0,0,0,0,13
3732,preguntas,0,0,0,0,0,0,0,0,0,0,13
3733,decía,0,0,0,0,0,0,0,0,0,0,13
3734,date,0,0,0,0,0,0,0,0,0,0,13
3735,satisfecho,0,0,0,0,2,0,0,0,0,2,13
3736,govinda,0,0,0,0,0,0,0,0,0,0,13
3737,excelente,0,0,0,0,1,0,0,1,0,1,13
3738,doctrina,0,0,0,0,0,0,0,1,0,0,13
3739,sublime,0,0,0,0,0,0,0,0,0,0,13
3740,cómo,0,0,0,0,0,0,0,0,0,0,13
3741,podría,0,0,0,0,0,0,0,0,0,0,13
3742,hallarle,0,0,0,0,0,0,0,0,0,0,13
3743,algún,0,0,0,0,0,0,0,0,0,0,13
3744,defecto,2,1,1,2,0,2,0,0,4,0,13
3745,despuntar,0,0,0,0,0,0,0,0,0,0,13
3746,alba,0,0,0,0,0,0,0,1,0,0,13
3747,discípulos,0,0,0,0,0,0,0,0,0,0,13
3748,antiguos,0,0,0,0,0,0,0,0,0,0,13
3749,gotama,0,0,0,0,0,0,0,0,0,0,13
3750,recorrió,0,0,0,0,0,0,0,0,0,0,13
3751,jardines,0,0,0,0,0,0,0,0,0,0,13
3752,convocando,0,0,0,0,0,0,0,0,0,0,13
3753,neófitos,0,0,0,0,0,0,0,0,0,0,13
3754,abrazado,0,0,0,0,0,0,0,0,0,0,13
3755,doctrina,0,0,0,0,0,0,0,1,0,0,13
3756,imponerles,0,0,0,0,0,0,0,0,0,0,13
3757,hábito,0,0,0,0,0,0,0,0,0,0,13
3758,amarillo,0,0,0,0,0,0,0,0,0,0,13
3759,instruirlos,0,0,0,0,0,0,0,0,0,0,13
3760,primeras,0,0,0,0,0,0,0,0,0,0,13
3761,enseñanzas,0,0,0,0,0,0,0,0,0,0,13
3762,obligaciones,0,0,0,0,0,0,0,0,0,0,13
3763,nuevo,0,0,0,0,0,0,0,0,0,0,13
3764,govinda,0,0,0,0,0,0,0,0,0,0,13
3765,separó,0,0,0,0,0,0,0,0,0,0,13
3766,entonces,0,0,0,0,0,0,0,0,0,0,13
3767,amigo,0,1,0,0,2,0,0,2,0,2,13
3768,juventud,1,1,0,1,1,0,1,0,0,1,13
3769,tras,0,0,0,0,0,0,0,0,0,0,13
3770,darle,0,0,0,0,0,0,0,0,0,0,13
3771,nuevo,0,0,0,0,0,0,0,0,0,0,13
3772,abrazo,0,0,0,0,2,0,0,2,0,2,13
3773,sumó,0,0,0,0,0,0,0,0,0,0,13
3774,cortejo,0,0,0,0,0,0,0,0,0,0,13
3775,novicios,0,0,0,0,0,0,0,0,0,0,13
3776,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3777,siguió,0,0,0,0,0,0,0,0,0,0,13
3778,deambulando,0,0,0,0,0,0,0,0,0,0,13
3779,bosque,0,0,0,0,0,0,0,0,0,0,13
3780,absorto,0,0,0,0,1,0,1,1,0,1,13
3781,pensamientos,0,0,0,0,0,0,0,0,0,0,13
3782,pronto,0,0,0,0,0,0,0,0,0,0,13
3783,encontró,0,0,0,0,0,0,0,0,0,0,13
3784,gotama,0,0,0,0,0,0,0,0,0,0,13
3785,sublime,0,0,0,0,0,0,0,0,0,0,13
3786,saludó,0,0,0,0,0,0,0,0,0,0,13
3787,profundo,0,0,0,0,0,0,0,0,0,0,13
3788,respeto,0,1,0,0,1,0,0,1,0,1,13
3789,descubrir,0,0,0,0,0,0,1,0,0,0,13
3790,buda,0,0,0,0,0,0,0,0,0,0,13
3791,mirada,0,0,0,0,0,0,0,0,0,0,13
3792,llena,0,0,0,0,0,0,0,0,0,0,13
3793,bondad,0,1,0,0,1,0,1,1,0,1,13
3794,placidez,0,0,0,0,0,0,0,0,0,0,13
3795,joven,0,1,0,0,1,0,1,0,0,1,13
3796,cobró,0,0,0,0,0,0,0,0,0,0,13
3797,valor,0,0,0,0,0,0,0,1,0,2,13
3798,solicitó,0,0,0,0,0,0,0,0,0,0,13
3799,permiso,0,0,0,0,0,0,0,0,0,1,13
3800,venerable,0,1,0,0,1,0,0,1,0,1,13
3801,dirigirle,0,0,0,0,0,0,0,0,0,0,13
3802,palabra,0,0,0,0,0,0,0,1,0,1,13
3803,sublime,0,0,0,0,0,0,0,0,0,0,13
3804,otorgó,0,0,0,0,0,0,0,0,0,0,13
3805,silencio,0,0,0,0,0,0,0,0,0,1,13
3806,leve,0,0,0,0,0,0,0,0,0,0,13
3807,inclinación,0,0,0,0,0,0,0,0,0,0,13
3808,cabeza,0,0,0,0,0,0,0,0,0,0,13
3809,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3810,dijo,0,0,0,0,0,0,0,0,0,0,13
3811,ayer,0,0,0,0,0,0,0,0,0,0,13
3812,sublime,0,0,0,0,0,0,0,0,0,0,13
3813,dado,0,0,0,0,0,0,0,0,0,0,13
3814,escuchar,0,0,0,0,0,0,0,0,0,0,13
3815,maravillosa,0,0,0,0,0,0,0,0,0,0,13
3816,doctrina,0,0,0,0,0,0,0,1,0,0,13
3817,ello,0,0,0,0,0,0,0,0,0,0,13
3818,vine,0,0,0,0,0,0,0,0,0,0,13
3819,lejos,0,0,0,0,0,0,0,0,0,0,13
3820,compañía,0,0,0,0,0,0,0,0,0,0,13
3821,amigo,0,1,0,0,2,0,0,2,0,2,13
3822,ahora,0,0,0,0,0,0,0,0,0,0,13
3823,amigo,0,1,0,0,2,0,0,2,0,2,13
3824,quedará,0,0,0,0,0,0,0,0,0,0,13
3825,buscado,0,0,0,0,0,0,0,0,0,0,13
3826,refugio,0,0,0,0,0,0,0,1,0,1,13
3827,embargo,0,0,0,0,0,0,0,0,1,0,13
3828,proseguiré,0,0,0,0,0,0,0,0,0,0,13
3829,peregrinaje,0,0,0,0,0,0,0,0,0,0,13
3830,plazca,0,0,0,0,0,0,0,0,0,0,13
3831,repuso,0,0,0,0,0,0,0,0,0,0,13
3832,cortésmente,0,0,0,0,0,0,0,0,0,0,13
3833,venerable,0,1,0,0,1,0,0,1,0,1,13
3834,acaso,0,0,0,0,0,0,0,0,0,0,13
3835,palabras,1,0,0,0,0,0,0,0,1,0,13
3836,demasiado,0,0,0,0,0,0,0,0,0,0,13
3837,audaces,0,0,0,0,0,0,0,0,0,0,13
3838,continuó,0,0,0,0,0,0,0,0,0,0,13
3839,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3840,mas,0,0,0,0,0,0,0,0,0,0,13
3841,quisiera,0,0,0,0,0,0,0,0,0,0,13
3842,alejarme,0,0,0,0,0,0,0,0,0,0,13
3843,sublime,0,0,0,0,0,0,0,0,0,0,13
3844,haberle,0,0,0,0,0,0,0,0,0,0,13
3845,comunicado,0,0,0,0,0,0,0,0,0,0,13
3846,sinceridad,0,0,0,0,0,0,0,0,0,1,13
3847,pensamientos,0,0,0,0,0,0,0,0,0,0,13
3848,bien,0,0,0,0,0,0,0,0,0,0,13
3849,concederme,0,0,0,0,0,0,0,0,0,0,13
3850,momento,0,0,0,0,0,0,0,0,0,0,13
3851,atención,0,0,0,0,0,0,0,0,0,0,13
3852,silencio,0,0,0,0,0,0,0,0,0,1,13
3853,buda,0,0,0,0,0,0,0,0,0,0,13
3854,hizo,0,0,0,0,0,0,0,0,0,0,13
3855,signo,0,0,0,0,0,0,0,0,0,0,13
3856,aquiescencia,0,0,0,0,0,0,0,0,0,0,13
3857,siddhartha,0,0,0,0,0,0,0,0,0,0,13
3858,dijo,0,0,0,0,0,0,0,0,0,0,13
3859,cosa,0,0,0,0,0,0,0,0,0,0,13
3860,venerable,0,1,0,0,1,0,0,1,0,1,13
3861,admirado,0,0,0,0,0,0,0,0,0,0,13
3862,doctrina,0,0,0,0,0,0,0,1,0,0,13
3863,resto,0,0,0,0,0,0,0,0,0,1,13
3864,perfectamente,0,0,0,0,0,0,0,0,0,0,13
3865,claro,0,0,0,0,0,0,0,0,0,0,13
3866,demostrado,0,0,0,0,0,0,0,0,0,0,13
3867,presentas,0,0,0,0,0,0,0,0,0,0,13
3868,mundo,0,0,0,0,0,0,0,0,0,0,13
3869,cadena,0,0,0,0,0,0,0,0,0,0,13
3870,perfecta,0,0,0,0,0,0,0,0,0,0,13
3871,jamás,0,0,0,0,0,0,0,0,0,0,13
3872,interrumpe,0,0,0,0,0,0,0,0,0,0,13
3873,cadena,0,0,0,0,0,0,0,0,0,0,13
3874,eterna,0,0,0,0,0,0,0,0,0,0,13
3875,compuesta,0,0,0,0,0,0,0,0,0,0,13
